,Unnamed: 0,date,audience,creative_family,creative_version,platform,clicks,spend,impressions,reach,concatenated,total_sessions,completions
16804,16804,30/07/2022,3,CloserTwins,Cutdown1A,Domain Display,0,5.549311,312,20,44772_3_CloserTwins_Cutdown1A_Domain Display,1,0
23510,23510,24/09/2022,3,CloserTwins,Faceoff,Domain Display,0,4.774407,312,3,44828_3_CloserTwins_Faceoff_Domain Display,3,0
362,362,22/04/2022,2,CloserTwins,ShapeUp,LinkedIn,1,20.63302447,312,76,44673_2_CloserTwins_ShapeUp_LinkedIn,,
1977,1977,03/05/2022,1,CloserTwins,EarlyBird,Facebook,1,3.45,312,167,44684_1_CloserTwins_EarlyBird_Facebook,,
2179,2179,04/05/2022,1,CloseFaster,MoreAll,Domain Display,0,1.934185,312,33,44685_1_CloseFaster_MoreAll_Domain Display,,
3859,3859,11/05/2022,3,UnfairAdvantage,NoDTI,Domain Display,1,2.83247,312,25,44692_3_UnfairAdvantage_NoDTI_Domain Display,,
6244,6244,22/05/2022,3,CloserTwins,Cutdown1A,Domain Display,0,5.554356,312,25,44703_3_CloserTwins_Cutdown1A_Domain Display,,
10307,10307,11/06/2022,3,UnfairAdvantage,NoDTI,Domain Display,0,2.940607,312,17,44723_3_UnfairAdvantage_NoDTI_Domain Display,,
11567,11567,18/06/2022,2,UnfairAdvantage,1099,Domain Display,0,2.253887,312,10,44730_2_UnfairAdvantage_1099_Domain Display,,
11767,11767,19/06/2022,3,CloserTwins,Competitors,Domain Display,0,2.775817,312,18,44731_3_CloserTwins_Competitors_Domain Display,,
20473,20473,28/08/2022,1,CloserTwins,Cutdown1A,Domain Display,0,4.686657,312,17,44801_1_CloserTwins_Cutdown1A_Domain Display,,
21069,21069,02/09/2022,1,CloserTwins,Faster,Domain Display,1,1.838057,312,16,44806_1_CloserTwins_Faster_Domain Display,,
23746,23746,26/09/2022,4,UnfairAdvantage,1099,LinkedIn,1,31.40515858,312,0,44830_4_UnfairAdvantage_1099_LinkedIn,,
1255,1255,29/04/2022,1,CloserTwins,Namaste,LinkedIn,1,29.89000206,1003,246,44680_1_CloserTwins_Namaste_LinkedIn,1,2
7268,7268,27/05/2022,1,CloserTwins,ShapeUp,Facebook,3,1.53,311,88,44708_1_CloserTwins_ShapeUp_Facebook,1,0
15744,15744,20/07/2022,3,CloserTwins,Cutdown1A,Domain Display,0,5.506956,311,23,44762_3_CloserTwins_Cutdown1A_Domain Display,1,0
17335,17335,04/08/2022,4,CloseFaster,NoDTI,LinkedIn,3,42.07407151,311,0,44777_4_CloseFaster_NoDTI_LinkedIn,1,0
414,414,22/04/2022,6,SEM Ads,Change Wholesale,Google SEM,56,26.15,311,0,44673_6_SEM Ads_Change Wholesale_Google SEM,,
3764,3764,11/05/2022,2,CloserTwins,CloseMore,Domain Display,0,1.833176,311,11,44692_2_CloserTwins_CloseMore_Domain Display,,
5006,5006,16/05/2022,5,CloserTwins,Faster,Domain Display,0,1.829847,311,82,44697_5_CloserTwins_Faster_Domain Display,,
9534,9534,07/06/2022,3,CloserTwins,Cutdown1A,Domain Display,1,5.645461,311,29,44719_3_CloserTwins_Cutdown1A_Domain Display,,
9537,9537,07/06/2022,3,CloserTwins,Cutdown1B,Domain Display,0,5.669141,311,24,44719_3_CloserTwins_Cutdown1B_Domain Display,,
9543,9543,07/06/2022,3,CloserTwins,Faceoff,Domain Display,0,5.673317,311,23,44719_3_CloserTwins_Faceoff_Domain Display,,
18672,18672,13/08/2022,4,UnfairAdvantage,Animated,Domain Display,0,1.519034,311,30,44786_4_UnfairAdvantage_Animated_Domain Display,,
20474,20474,28/08/2022,1,CloserTwins,Cutdown1B,Domain Display,0,4.683708,311,19,44801_1_CloserTwins_Cutdown1B_Domain Display,,
936,936,27/04/2022,1,CloserTwins,ShapeUp,LinkedIn,1,31.29205525,973,226,44678_1_CloserTwins_ShapeUp_LinkedIn,1,2
9336,9336,06/06/2022,2,UnfairAdvantage,one_page,Domain Display,0,2.276136,310,18,44718_2_UnfairAdvantage_one_page_Domain Display,1,0
10275,10275,11/06/2022,3,CloserTwins,Cutdown1A,Domain Display,0,5.430133,310,14,44723_3_CloserTwins_Cutdown1A_Domain Display,4,0
19697,19697,21/08/2022,3,UnfairAdvantage,1099,Domain Display,1,0,310,21,44794_3_UnfairAdvantage_1099_Domain Display,1,0
19806,19806,22/08/2022,3,UnfairAdvantage,1099,Domain Display,0,0,310,27,44795_3_UnfairAdvantage_1099_Domain Display,1,0
21306,21306,04/09/2022,1,CloserTwins,Cutdown1B,Domain Display,0,4.775445,310,25,44808_1_CloserTwins_Cutdown1B_Domain Display,2,0
23331,23331,22/09/2022,4,UnfairAdvantage,1099,LinkedIn,1,28.14916859,310,0,44826_4_UnfairAdvantage_1099_LinkedIn,2,0
25428,25428,13/10/2022,3,CloserTwins,Cutdown1A,Domain Display,0,0,310,18,44847_3_CloserTwins_Cutdown1A_Domain Display,3,0
290,290,21/04/2022,2,CloserTwins,Paperwork,LinkedIn,0,18.6852886,310,63,44672_2_CloserTwins_Paperwork_LinkedIn,,
834,834,26/04/2022,3,CloserTwins,Cutdown1A,LinkedIn,0,20.03519577,310,63,44677_3_CloserTwins_Cutdown1A_LinkedIn,,
1861,1861,02/05/2022,3,CloserTwins,Competitors,Domain Display,0,2.706815,310,32,44683_3_CloserTwins_Competitors_Domain Display,,
2361,2361,04/05/2022,4,UnfairAdvantage,one_page,LinkedIn,1,23.23754202,310,288,44685_4_UnfairAdvantage_one_page_LinkedIn,,
4466,4466,14/05/2022,2,UnfairAdvantage,one_page,Domain Display,0,2.288205,310,42,44695_2_UnfairAdvantage_one_page_Domain Display,,
4787,4787,15/05/2022,5,CloserTwins,Faster,Domain Display,1,1.809692,310,70,44696_5_CloserTwins_Faster_Domain Display,,
7607,7607,28/05/2022,3,UnfairAdvantage,NoDTI,Domain Display,0,2.849462,310,12,44709_3_UnfairAdvantage_NoDTI_Domain Display,,
8122,8122,31/05/2022,1,CloserTwins,EarlyBird,Facebook,0,2.65,310,150,44712_1_CloserTwins_EarlyBird_Facebook,,
10088,10088,10/06/2022,3,CloserTwins,Competitors,Domain Display,1,2.737834,310,15,44722_3_CloserTwins_Competitors_Domain Display,,
15002,15002,13/07/2022,4,CloseFaster,3steps,LinkedIn,0,40.35441694,310,127,44755_4_CloseFaster_3steps_LinkedIn,,
15204,15204,15/07/2022,3,CloserTwins,Cutdown1A,Domain Display,1,5.553102,310,26,44757_3_CloserTwins_Cutdown1A_Domain Display,,
17487,17487,06/08/2022,1,CloserTwins,Faceoff,Domain Display,0,4.690093,310,38,44779_1_CloserTwins_Faceoff_Domain Display,,
17873,17873,09/08/2022,2,UnfairAdvantage,NoDTI,Domain Display,0,2.282022,310,27,44782_2_UnfairAdvantage_NoDTI_Domain Display,,
19876,19876,23/08/2022,1,CloserTwins,MoreLoansAll,Domain Display,0,3.068641,310,31,44796_1_CloserTwins_MoreLoansAll_Domain Display,,
22115,22115,11/09/2022,3,CloserTwins,Cutdown1B,Domain Display,0,5.512054,310,20,44815_3_CloserTwins_Cutdown1B_Domain Display,,
25484,25484,13/10/2022,6,CloserTwins,Digital,Trade Media,1,0,310,0,44847_6_CloserTwins_Digital_Trade Media,,
7499,7499,28/05/2022,1,UnfairAdvantage,NoDTI,Facebook,0,1.96,309,79,44709_1_UnfairAdvantage_NoDTI_Facebook,4,0
22804,22804,17/09/2022,4,UnfairAdvantage,NoDTI,LinkedIn,3,32.40208914,309,0,44821_4_UnfairAdvantage_NoDTI_LinkedIn,3,0
23435,23435,23/09/2022,4,UnfairAdvantage,1099,LinkedIn,5,32.70555333,309,0,44827_4_UnfairAdvantage_1099_LinkedIn,2,0
859,859,26/04/2022,4,CloseFaster,MoreAll,Domain Display,0,1.5034,309,74,44677_4_CloseFaster_MoreAll_Domain Display,,
10120,10120,10/06/2022,3,UnfairAdvantage,NoDTI,Domain Display,0,2.873795,309,14,44722_3_UnfairAdvantage_NoDTI_Domain Display,,
10382,10382,12/06/2022,1,CloserTwins,MoreLoansAll,Domain Display,1,3.049963,309,38,44724_1_CloserTwins_MoreLoansAll_Domain Display,,
11605,11605,18/06/2022,3,CloserTwins,Faster,Domain Display,0,2.740428,309,8,44730_3_CloserTwins_Faster_Domain Display,,
14881,14881,12/07/2022,3,CloserTwins,Cutdown1B,Domain Display,0,5.503814,309,39,44754_3_CloserTwins_Cutdown1B_Domain Display,,
15159,15159,15/07/2022,1,CloseFaster,FasterAll,Domain Display,0,1.628503,309,22,44757_1_CloseFaster_FasterAll_Domain Display,,
15475,15475,17/07/2022,5,UnfairAdvantage,NoDTI,LinkedIn,1,15.6639633,309,96,44759_5_UnfairAdvantage_NoDTI_LinkedIn,,
17316,17316,04/08/2022,3,CloserTwins,CloseMore,Domain Display,0,2.745358,309,48,44777_3_CloserTwins_CloseMore_Domain Display,,
25687,25687,16/10/2022,1,CloserTwins,Cutdown1B,Domain Display,0,0,309,39,44850_1_CloserTwins_Cutdown1B_Domain Display,,
2362,2362,04/05/2022,5,CloseFaster,3steps,LinkedIn,10,78.52523283,911,866,44685_5_CloseFaster_3steps_LinkedIn,11,2
6885,6885,25/05/2022,2,UnfairAdvantage,1099,Facebook,0,1.02,308,40,44706_2_UnfairAdvantage_1099_Facebook,1,0
16704,16704,29/07/2022,3,CloserTwins,Cutdown1B,Domain Display,0,5.462478,308,18,44771_3_CloserTwins_Cutdown1B_Domain Display,1,0
19182,19182,16/08/2022,4,CloseFaster,3steps,LinkedIn,1,37.24326167,308,0,44789_4_CloseFaster_3steps_LinkedIn,3,0
454,454,23/04/2022,2,CloserTwins,MoreLoansAll,Domain Display,0,0.069105,308,4,44674_2_CloserTwins_MoreLoansAll_Domain Display,,
4826,4826,16/05/2022,1,CloserTwins,Faceoff1,LinkedIn,0,12.54267999,308,105,44697_1_CloserTwins_Faceoff1_LinkedIn,,
5282,5282,18/05/2022,1,UnfairAdvantage,1099,Facebook,0,0.53,308,41,44699_1_UnfairAdvantage_1099_Facebook,,
7590,7590,28/05/2022,3,CloserTwins,Namaste,Facebook,1,3.02,308,55,44709_3_CloserTwins_Namaste_Facebook,,
7596,7596,28/05/2022,3,CloserTwins,ShapeUp,Facebook,0,1.61,308,53,44709_3_CloserTwins_ShapeUp_Facebook,,
7760,7760,29/05/2022,2,CloserTwins,ShapeUp,Facebook,0,1.87,308,50,44710_2_CloserTwins_ShapeUp_Facebook,,
9330,9330,06/06/2022,2,UnfairAdvantage,All,LinkedIn,0,55.45,308,265,44718_2_UnfairAdvantage_All_LinkedIn,,
19467,19467,19/08/2022,2,UnfairAdvantage,one_page,Domain Display,0,0,308,13,44792_2_UnfairAdvantage_one_page_Domain Display,,
3546,3546,10/05/2022,2,CloserTwins,Cutdown1A,Facebook,2,2.36,307,37,44691_2_CloserTwins_Cutdown1A_Facebook,1,0
22582,22582,15/09/2022,4,UnfairAdvantage,1099,LinkedIn,2,30.31457737,307,0,44819_4_UnfairAdvantage_1099_LinkedIn,2,0
25973,25973,19/10/2022,1,CloserTwins,Cutdown1B,Domain Display,0,4.45417,307,13,44853_1_CloserTwins_Cutdown1B_Domain Display,1,0
429,429,23/04/2022,1,CloserTwins,Faceoff1,LinkedIn,1,13.69102051,307,76,44674_1_CloserTwins_Faceoff1_LinkedIn,,
5798,5798,20/05/2022,3,CloserTwins,CloseMore,Domain Display,0,2.731066,307,19,44701_3_CloserTwins_CloseMore_Domain Display,,
7735,7735,29/05/2022,2,CloserTwins,Cutdown1A,Facebook,0,1.71,307,37,44710_2_CloserTwins_Cutdown1A_Facebook,,
9907,9907,09/06/2022,3,CloserTwins,Cutdown1B,Domain Display,1,5.473535,307,19,44721_3_CloserTwins_Cutdown1B_Domain Display,,
10636,10636,13/06/2022,2,UnfairAdvantage,one_page,Domain Display,0,2.520061,307,28,44725_2_UnfairAdvantage_one_page_Domain Display,,
14207,14207,06/07/2022,2,CloseFaster,FasterAll,Domain Display,0,0.414958,307,4,44748_2_CloseFaster_FasterAll_Domain Display,,
15175,15175,15/07/2022,1,UnfairAdvantage,NoDTI,LinkedIn,1,18.25126858,307,43,44757_1_UnfairAdvantage_NoDTI_LinkedIn,,
17027,17027,01/08/2022,4,CloseFaster,NoDTI,LinkedIn,2,31.50448496,307,295,44774_4_CloseFaster_NoDTI_LinkedIn,,
17865,17865,09/08/2022,2,UnfairAdvantage,1099,Domain Display,1,2.542279,307,20,44782_2_UnfairAdvantage_1099_Domain Display,,
24817,24817,06/10/2022,4,CloserTwins,EarlyBird,LinkedIn,1,30.02345823,307,0,44840_4_CloserTwins_EarlyBird_LinkedIn,,
2087,2087,03/05/2022,3,CloserTwins,Faceoff,Domain Display,0,5.439432,306,16,44684_3_CloserTwins_Faceoff_Domain Display,1,0
15073,15073,14/07/2022,2,CloseFaster,NoDTI,LinkedIn,1,4.890572161,306,11,44756_2_CloseFaster_NoDTI_LinkedIn,1,0
15530,15530,18/07/2022,3,CloserTwins,EarlyBird,LinkedIn,1,2.621762988,306,12,44760_3_CloserTwins_EarlyBird_LinkedIn,1,0
19619,19619,20/08/2022,4,UnfairAdvantage,NoDTI,LinkedIn,4,25.73963342,306,0,44793_4_UnfairAdvantage_NoDTI_LinkedIn,1,0
19920,19920,23/08/2022,3,CloserTwins,Cutdown1B,Domain Display,0,5.581556,306,24,44796_3_CloserTwins_Cutdown1B_Domain Display,2,0
22576,22576,15/09/2022,4,CloserTwins,EarlyBird,LinkedIn,3,28.97529257,306,0,44819_4_CloserTwins_EarlyBird_LinkedIn,1,0
210,210,19/04/2022,6,SEM Ads,Change Wholesale,Google SEM,91,42.56,306,0,44670_6_SEM Ads_Change Wholesale_Google SEM,,
1151,1151,28/04/2022,3,CloserTwins,MoreLoans,LinkedIn,0,21.40741545,306,83,44679_3_CloserTwins_MoreLoans_LinkedIn,,
2058,2058,03/05/2022,2,UnfairAdvantage,All,Instagram,0,0.51,306,12,44684_2_UnfairAdvantage_All_Instagram,,
2495,2495,05/05/2022,2,UnfairAdvantage,NoDTI,Instagram,0,0.19,306,12,44686_2_UnfairAdvantage_NoDTI_Instagram,,
4406,4406,14/05/2022,1,UnfairAdvantage,Animated,Domain Display,0,3.020278,306,29,44695_1_UnfairAdvantage_Animated_Domain Display,,
6926,6926,25/05/2022,3,CloserTwins,MoreLoans,Instagram,0,0.47,306,12,44706_3_CloserTwins_MoreLoans_Instagram,,
7055,7055,26/05/2022,1,UnfairAdvantage,All,Instagram,0,0.25,306,12,44707_1_UnfairAdvantage_All_Instagram,,
7281,7281,27/05/2022,1,UnfairAdvantage,NoDTI,Instagram,0,0.12,306,11,44708_1_UnfairAdvantage_NoDTI_Instagram,,
7331,7331,27/05/2022,2,UnfairAdvantage,All,Instagram,0,0.18,306,10,44708_2_UnfairAdvantage_All_Instagram,,
7363,7363,27/05/2022,3,CloserTwins,Faceoff1,Instagram,0,0.44,306,10,44708_3_CloserTwins_Faceoff1_Instagram,,
7385,7385,27/05/2022,3,UnfairAdvantage,All,Instagram,0,0.32,306,12,44708_3_UnfairAdvantage_All_Instagram,,
7394,7394,27/05/2022,3,UnfairAdvantage,one_page,Instagram,0,0.34,306,9,44708_3_UnfairAdvantage_one_page_Instagram,,
7530,7530,28/05/2022,2,CloserTwins,Faceoff2,Instagram,0,0.53,306,11,44709_2_CloserTwins_Faceoff2_Instagram,,
7699,7699,29/05/2022,1,CloserTwins,MoreLoans,Instagram,0,0.19,306,10,44710_1_CloserTwins_MoreLoans_Instagram,,
10942,10942,15/06/2022,1,CloserTwins,MoreLoansAll,Domain Display,1,3.019355,306,23,44727_1_CloserTwins_MoreLoansAll_Domain Display,,
14962,14962,13/07/2022,2,CloseFaster,3steps,LinkedIn,0,1.870369104,306,11,44755_2_CloseFaster_3steps_LinkedIn,,
14987,14987,13/07/2022,3,CloserTwins,Competitors,Domain Display,0,2.711323,306,11,44755_3_CloserTwins_Competitors_Domain Display,,
14995,14995,13/07/2022,3,UnfairAdvantage,1099,LinkedIn,0,3.923048471,306,12,44755_3_UnfairAdvantage_1099_LinkedIn,,
15001,15001,13/07/2022,3,UnfairAdvantage,one_page,LinkedIn,0,5.987282834,306,12,44755_3_UnfairAdvantage_one_page_LinkedIn,,
15107,15107,14/07/2022,3,UnfairAdvantage,NoDTI,LinkedIn,0,2.138772382,306,12,44756_3_UnfairAdvantage_NoDTI_LinkedIn,,
15377,15377,17/07/2022,1,CloseFaster,NoDTI,LinkedIn,0,2.736902554,306,12,44759_1_CloseFaster_NoDTI_LinkedIn,,
15483,15483,18/07/2022,1,CloseFaster,FasterAll,Domain Display,1,3.023548,306,38,44760_1_CloseFaster_FasterAll_Domain Display,,
15522,15522,18/07/2022,3,CloseFaster,3steps,LinkedIn,0,2.296823361,306,10,44760_3_CloseFaster_3steps_LinkedIn,,
24653,24653,05/10/2022,1,CloserTwins,MoreLoansAll,Domain Display,0,2.990689,306,14,44839_1_CloserTwins_MoreLoansAll_Domain Display,,
500,500,23/04/2022,4,CloserTwins,Paperwork,LinkedIn,1,13.90807871,664,351,44674_4_CloserTwins_Paperwork_LinkedIn,2,2
11450,11450,17/06/2022,4,CloserTwins,EarlyBird,LinkedIn,0,32.46904861,305,305,44729_4_CloserTwins_EarlyBird_LinkedIn,1,0
14246,14246,06/07/2022,4,CloseFaster,3steps,LinkedIn,3,38.78225273,305,304,44748_4_CloseFaster_3steps_LinkedIn,2,0
16867,16867,31/07/2022,1,CloserTwins,Cutdown1A,Domain Display,0,4.671216,305,39,44773_1_CloserTwins_Cutdown1A_Domain Display,1,0
18310,18310,11/08/2022,4,UnfairAdvantage,NoDTI,LinkedIn,5,38.65031736,305,0,44784_4_UnfairAdvantage_NoDTI_LinkedIn,3,0
370,370,22/04/2022,3,CloserTwins,Cutdown1B,LinkedIn,0,20.44863547,305,68,44673_3_CloserTwins_Cutdown1B_LinkedIn,,
3868,3868,11/05/2022,4,CloseFaster,FasterAll,Domain Display,0,1.491423,305,59,44692_4_CloseFaster_FasterAll_Domain Display,,
8993,8993,04/06/2022,3,CloserTwins,Faceoff,Domain Display,0,5.431297,305,23,44716_3_CloserTwins_Faceoff_Domain Display,,
9952,9952,09/06/2022,4,CloserTwins,EarlyBird,LinkedIn,0,23.67707676,305,305,44721_4_CloserTwins_EarlyBird_LinkedIn,,
14642,14642,10/07/2022,2,CloserTwins,CloseMore,Domain Display,1,1.795185,305,11,44752_2_CloserTwins_CloseMore_Domain Display,,
17205,17205,03/08/2022,2,UnfairAdvantage,NoDTI,Domain Display,0,2.335187,305,27,44776_2_UnfairAdvantage_NoDTI_Domain Display,,
20352,20352,27/08/2022,1,CloserTwins,CloseMore,Domain Display,0,1.782467,305,24,44800_1_CloserTwins_CloseMore_Domain Display,,
25851,25851,17/10/2022,5,CloseFaster,3steps,LinkedIn,3,115.8465486,630,0,44851_5_CloseFaster_3steps_LinkedIn,4,2
512,512,23/04/2022,5,CloserTwins,Faster,Domain Display,0,1.771657,304,99,44674_5_CloserTwins_Faster_Domain Display,1,0
6669,6669,24/05/2022,2,UnfairAdvantage,All,LinkedIn,3,57.79,304,209,44705_2_UnfairAdvantage_All_LinkedIn,2,0
9053,9053,04/06/2022,5,CloserTwins,Faster,Domain Display,1,1.783608,304,39,44716_5_CloserTwins_Faster_Domain Display,1,0
18631,18631,13/08/2022,3,CloserTwins,Faster,Domain Display,1,2.702074,304,16,44786_3_CloserTwins_Faster_Domain Display,1,0
21344,21344,04/09/2022,3,CloserTwins,Faceoff,Domain Display,0,5.431286,304,21,44808_3_CloserTwins_Faceoff_Domain Display,1,0
23300,23300,22/09/2022,3,CloserTwins,Cutdown1A,Domain Display,0,5.464803,304,10,44826_3_CloserTwins_Cutdown1A_Domain Display,1,0
288,288,21/04/2022,2,CloserTwins,MoreLoans,LinkedIn,0,18.14974499,304,68,44672_2_CloserTwins_MoreLoans_LinkedIn,,
1305,1305,29/04/2022,2,UnfairAdvantage,one_page,Domain Display,0,1.700036,304,30,44680_2_UnfairAdvantage_one_page_Domain Display,,
1745,1745,01/05/2022,6,SEM Ads,Change Wholesale,Google SEM,14,18.96,304,0,44682_6_SEM Ads_Change Wholesale_Google SEM,,
3887,3887,11/05/2022,4,UnfairAdvantage,1099,LinkedIn,1,22.48765741,304,298,44692_4_UnfairAdvantage_1099_LinkedIn,,
17732,17732,08/08/2022,3,CloserTwins,Faceoff,Domain Display,0,5.567542,304,24,44781_3_CloserTwins_Faceoff_Domain Display,,
18186,18186,11/08/2022,1,UnfairAdvantage,All,Facebook,0,1.9,304,117,44784_1_UnfairAdvantage_All_Facebook,,
19148,19148,16/08/2022,3,CloserTwins,CloseMore,Domain Display,0,0,304,19,44789_3_CloserTwins_CloseMore_Domain Display,,
663,663,25/04/2022,2,CloserTwins,MoreLoans,LinkedIn,2,17.62052609,303,86,44676_2_CloserTwins_MoreLoans_LinkedIn,1,0
1974,1974,03/05/2022,1,CloserTwins,Cutdown1B,Facebook,6,7.59,303,228,44684_1_CloserTwins_Cutdown1B_Facebook,3,0
5364,5364,18/05/2022,3,CloserTwins,Cutdown1B,Domain Display,0,5.385714,303,17,44699_3_CloserTwins_Cutdown1B_Domain Display,1,0
9300,9300,06/06/2022,2,CloserTwins,CloseMore,Domain Display,0,1.796592,303,15,44718_2_CloserTwins_CloseMore_Domain Display,1,0
13585,13585,30/06/2022,3,CloserTwins,Cutdown1A,Domain Display,0,5.764703,303,24,44742_3_CloserTwins_Cutdown1A_Domain Display,1,0
15187,15187,15/07/2022,2,CloserTwins,Faceoff,Domain Display,0,4.065129,303,19,44757_2_CloserTwins_Faceoff_Domain Display,1,0
21188,21188,03/09/2022,1,CloserTwins,Faceoff,Domain Display,0,4.657427,303,24,44807_1_CloserTwins_Faceoff_Domain Display,1,0
23948,23948,28/09/2022,4,CloseFaster,NoDTI,LinkedIn,3,33.83863617,303,0,44832_4_CloseFaster_NoDTI_LinkedIn,2,0
26196,26196,21/10/2022,4,CloseFaster,3steps,LinkedIn,2,60.31864363,303,0,44855_4_CloseFaster_3steps_LinkedIn,1,0
9168,9168,05/06/2022,3,CloserTwins,Cutdown1B,Domain Display,0,5.36745,303,25,44717_3_CloserTwins_Cutdown1B_Domain Display,,
14216,14216,06/07/2022,2,CloserTwins,Faster,Domain Display,0,1.794943,303,16,44748_2_CloserTwins_Faster_Domain Display,,
25361,25361,12/10/2022,4,UnfairAdvantage,1099,LinkedIn,0,29.12509176,303,0,44846_4_UnfairAdvantage_1099_LinkedIn,,
21294,21294,03/09/2022,6,SEM Ads,Change Wholesale,Google SEM,14,24.6,558,0,44807_6_SEM Ads_Change Wholesale_Google SEM,19,2
13479,13479,29/06/2022,3,CloserTwins,Cutdown1B,Domain Display,0,5.71474,302,27,44741_3_CloserTwins_Cutdown1B_Domain Display,1,0
22480,22480,14/09/2022,4,UnfairAdvantage,one_page,LinkedIn,3,30.57593488,302,0,44818_4_UnfairAdvantage_one_page_LinkedIn,2,0
173,173,19/04/2022,1,CloserTwins,Faceoff1,LinkedIn,0,32.52057815,302,112,44670_1_CloserTwins_Faceoff1_LinkedIn,,
7338,7338,27/05/2022,2,UnfairAdvantage,one_page,Domain Display,1,2.124753,302,13,44708_2_UnfairAdvantage_one_page_Domain Display,,
9670,9670,08/06/2022,2,CloserTwins,CloseMore,Domain Display,0,1.778389,302,14,44720_2_CloserTwins_CloseMore_Domain Display,,
10501,10501,12/06/2022,4,CloseFaster,3steps,LinkedIn,0,17.15703526,302,298,44724_4_CloseFaster_3steps_LinkedIn,,
12294,12294,22/06/2022,3,CloseFaster,FasterAll,Domain Display,0,0.713986,302,11,44734_3_CloseFaster_FasterAll_Domain Display,,
14304,14304,07/07/2022,1,CloserTwins,Faster,Domain Display,0,1.099153,302,14,44749_1_CloserTwins_Faster_Domain Display,,
15816,15816,21/07/2022,1,CloserTwins,Faster,Domain Display,0,1.781113,302,10,44763_1_CloserTwins_Faster_Domain Display,,
17581,17581,07/08/2022,1,CloseFaster,FasterAll,Domain Display,0,1.274924,302,14,44780_1_CloseFaster_FasterAll_Domain Display,,
18071,18071,10/08/2022,3,CloserTwins,Cutdown1A,Domain Display,0,5.394677,302,35,44783_3_CloserTwins_Cutdown1A_Domain Display,,
1365,1365,29/04/2022,5,CloseFaster,3steps,LinkedIn,9,58.00495769,480,480,44680_5_CloseFaster_3steps_LinkedIn,9,2
8428,8428,01/06/2022,3,CloserTwins,Cutdown1A,Domain Display,0,5.377933,301,25,44713_3_CloserTwins_Cutdown1A_Domain Display,1,0
9142,9142,05/06/2022,2,UnfairAdvantage,1099,Domain Display,1,2.251557,301,16,44717_2_UnfairAdvantage_1099_Domain Display,1,0
17143,17143,02/08/2022,4,UnfairAdvantage,NoDTI,LinkedIn,1,36.95740602,301,0,44775_4_UnfairAdvantage_NoDTI_LinkedIn,2,0
17751,17751,08/08/2022,4,CloserTwins,EarlyBird,LinkedIn,5,34.84462849,301,0,44781_4_CloserTwins_EarlyBird_LinkedIn,5,0
20403,20403,27/08/2022,3,CloserTwins,Faceoff,Domain Display,1,5.347531,301,26,44800_3_CloserTwins_Faceoff_Domain Display,2,0
22685,22685,16/09/2022,4,CloserTwins,EarlyBird,LinkedIn,2,26.48025894,301,0,44820_4_CloserTwins_EarlyBird_LinkedIn,2,0
1175,1175,28/04/2022,4,CloserTwins,EarlyBird,LinkedIn,0,22.51033491,301,301,44679_4_CloserTwins_EarlyBird_LinkedIn,,
2001,2001,03/05/2022,1,UnfairAdvantage,1099,Facebook,0,1.07,301,120,44684_1_UnfairAdvantage_1099_Facebook,,
3010,3010,07/05/2022,4,UnfairAdvantage,NoDTI,LinkedIn,0,19.51417184,301,301,44688_4_UnfairAdvantage_NoDTI_LinkedIn,,
5618,5618,19/05/2022,3,UnfairAdvantage,NoDTI,Domain Display,0,2.769831,301,20,44700_3_UnfairAdvantage_NoDTI_Domain Display,,
6148,6148,22/05/2022,1,CloserTwins,Faceoff1,LinkedIn,1,11.88292326,301,92,44703_1_CloserTwins_Faceoff1_LinkedIn,,
8566,8566,02/06/2022,2,CloserTwins,Competitors,Domain Display,0,1.777512,301,17,44714_2_CloserTwins_Competitors_Domain Display,,
10848,10848,14/06/2022,3,CloserTwins,Faster,Domain Display,0,2.673278,301,27,44726_3_CloserTwins_Faster_Domain Display,,
11744,11744,19/06/2022,2,UnfairAdvantage,1099,Domain Display,0,2.291203,301,17,44731_2_UnfairAdvantage_1099_Domain Display,,
12073,12073,21/06/2022,2,CloserTwins,CloseMore,Domain Display,0,2.290577,301,28,44733_2_CloserTwins_CloseMore_Domain Display,,
22625,22625,16/09/2022,1,CloserTwins,Cutdown1B,Domain Display,0,4.695853,301,13,44820_1_CloserTwins_Cutdown1B_Domain Display,,
25881,25881,18/10/2022,1,CloserTwins,Cutdown1B,Domain Display,1,4.456763,301,14,44852_1_CloserTwins_Cutdown1B_Domain Display,,
10331,10331,11/06/2022,4,UnfairAdvantage,NoDTI,LinkedIn,2,22.00056269,300,291,44723_4_UnfairAdvantage_NoDTI_LinkedIn,2,0
14359,14359,07/07/2022,4,CloseFaster,NoDTI,LinkedIn,6,38.55099923,300,300,44749_4_CloseFaster_NoDTI_LinkedIn,4,0
16264,16264,25/07/2022,2,CloserTwins,Cutdown1A,Domain Display,0,2.383332,300,9,44767_2_CloserTwins_Cutdown1A_Domain Display,1,0
17452,17452,05/08/2022,4,UnfairAdvantage,NoDTI,LinkedIn,5,39.3660519,300,0,44778_4_UnfairAdvantage_NoDTI_LinkedIn,1,0
20076,20076,24/08/2022,4,UnfairAdvantage,NoDTI,LinkedIn,4,43.44726485,300,0,44797_4_UnfairAdvantage_NoDTI_LinkedIn,2,0
