...1,date,audience,creative_family,creative_version,platform,ad_format,campaign_traffic,total_sessions,total_bounces,total_duration,days_away,latest_report
280,2022-05-08,1,UnfairAdvantage,one_page,Domain Display,NA,Campaign,2,0,0,176,0
281,2022-09-01,4,UnfairAdvantage,one_page,Domain Display,NA,Campaign,2,0,0,60,0
282,2022-05-04,5,UnfairAdvantage,1099,Domain Display,Single image,Campaign,5,0,188,180,0
283,2022-04-28,1,CloserTwins,Cutdown1A,LinkedIn,Video,Campaign,1,0,0,186,0
284,2022-06-15,4,UnfairAdvantage,1099,LinkedIn,Single image,Campaign,2,0,2,138,0
285,2022-09-14,3,CloserTwins,Faster,Domain Display,NA,Campaign,1,0,0,47,0
286,2022-10-23,5,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,17,0,27,8,1
287,2022-05-26,3,CloserTwins,ShapeUp,Facebook,Video,Campaign,1,0,0,158,0
288,2022-05-02,5,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,6,0,0,182,0
289,2022-04-25,5,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,1,0,0,189,0
290,2022-08-27,1,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,5,0,0,65,0
291,2022-06-15,6,SEM Ads,Close More. Close Faster.,Google SEM,CPC,Campaign,10,0,81.9999999999996,138,0
292,2022-06-25,5,UnfairAdvantage,1099,Domain Display,Single image,Campaign,1,0,0,128,0
293,2022-07-26,5,CloseFaster,3steps,LinkedIn,Single image,Campaign,2,0,360,97,0
295,2022-05-16,4,CloserTwins,Competitors,Domain Display,NA,Campaign,2,0,0,168,0
296,2022-07-28,5,UnfairAdvantage,1099,Domain Display,Single image,Campaign,15,0,0,95,0
297,2022-10-12,4,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,5,0,532.999999999998,19,0
298,2022-09-13,1,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,9,0,0,48,0
299,2022-10-17,6,CloserTwins,RTB,Trade Media,Inside_mortgage_finance_newsletter,Campaign,8,0,0,14,0
300,2022-04-11,6,CompetitiveOpportunity,Cancelingyourlock,LinkedIn,Single image,Campaign,3,0,0,203,0
301,2022-04-30,2,UnfairAdvantage,All,Facebook,Carousel,Campaign,1,0,0,184,0
302,2022-08-28,5,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,1,0,11,64,0
303,2022-09-10,NA,August,August,NA,NA,General traffic,8,0,31,51,0
304,2022-05-05,5,CloserTwins,interactive,Domain Display,NA,Campaign,4,0,131,179,0
305,2022-08-26,6,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,90,0,10658.9999999999,66,0
306,2022-10-07,5,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,5,0,0,24,0
307,2022-09-20,3,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,1,0,0,41,0
308,2022-10-14,5,UnfairAdvantage,1099,Domain Display,Single image,Campaign,7,0,0,17,0
309,2022-10-28,5,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,16,0,4,3,1
310,2022-08-12,4,UnfairAdvantage,1099,User ID Display,Single image,Campaign,3,0,0,80,0
311,2022-09-17,5,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,3,0,0,44,0
312,2022-09-22,1,UnfairAdvantage,one_page,LinkedIn,Single image,Campaign,1,0,0,39,0
314,2022-09-05,NA,August,August,NA,NA,General traffic,7,0,1,56,0
315,2022-09-29,NA,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,1,0,467,32,0
316,2022-10-09,1,UnfairAdvantage,one_page,User ID Display,NA,Campaign,6,0,15.9999999999999,22,0
317,2022-07-01,4,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,3,0,1.99999999999999,122,0
318,2022-10-13,5,CloseFaster,FasterAll,Domain Display,NA,Campaign,2,0,0,18,0
319,2022-08-29,4,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,1,0,0,63,0
320,2022-10-10,1,UnfairAdvantage,one_page,LinkedIn,Single image,Campaign,1,0,0,21,0
321,2022-08-03,5,CloseFaster,FasterAll,Domain Display,NA,Campaign,5,0,0,89,0
322,2022-08-17,3,CloseFaster,FasterAll,User ID Display,NA,Campaign,6,0,0,75,0
323,2022-05-20,4,CloseFaster,MoreAll,Domain Display,NA,Campaign,1,0,73,164,0
324,2022-10-10,3,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,3,0,0,21,0
325,2022-10-27,NA,CloserTwins,Faceoff,Domain Display,NA,Campaign,3,0,0,4,1
326,2022-09-12,2,UnfairAdvantage,one_page,User ID Display,NA,Campaign,3,0,0,49,0
327,2022-09-12,1,UnfairAdvantage,one_page,User ID Display,NA,Campaign,14,0,0,49,0
328,2022-09-21,1,UnfairAdvantage,1099,Domain Display,Single image,Campaign,2,0,0,40,0
329,2022-04-12,6,Trade Media Ads,ROS1,Trade Media,Housingwire,Campaign,4,0,0,202,0
330,2022-08-21,3,CloserTwins,Faster,Domain Display,NA,Campaign,1,0,0,71,0
331,2022-05-01,6,Trade Media Ads,Rate Lock,Trade Media,Scotsman,Campaign,4,0,425,183,0
332,2022-08-26,2,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,4,0,0,66,0
333,2022-06-30,4,UnfairAdvantage,1099,User ID Display,Single image,Campaign,3,0,0,123,0
334,2022-08-02,3,CloserTwins,Faceoff2,Facebook,Video,Campaign,2,0,0,90,0
335,2022-10-07,4,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,27,0,0,24,0
336,2022-07-12,2,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,2,0,0,111,0
337,2022-08-29,1,UnfairAdvantage,one_page,User ID Display,NA,Campaign,3,0,0,63,0
338,2022-09-29,3,CloseFaster,FasterAll,User ID Display,NA,Campaign,17,0,0,32,0
339,2022-05-09,4,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,5,0,0,175,0
340,2022-09-22,3,UnfairAdvantage,one_page,Domain Display,NA,Campaign,3,0,283.999999999999,39,0
341,2022-09-03,3,UnfairAdvantage,one_page,User ID Display,NA,Campaign,4,0,0,58,0
342,2022-09-15,NA,UnfairAdvantage,one_page,Domain Display,NA,Campaign,1,0,0,46,0
343,2022-07-19,4,CloseFaster,MoreAll,User ID Display,NA,Campaign,7,0,0,104,0
344,2022-06-04,5,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,4,0,0,149,0
345,2022-06-14,6,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,138,0,18537.9999999999,139,0
346,2022-07-28,6,Trade Media Ads,ROS1,Trade Media,Housingwire,Campaign,1,0,0,95,0
347,2022-07-09,5,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,1,0,0,114,0
348,2022-09-28,3,CloseFaster,FasterAll,User ID Display,NA,Campaign,21,0,0,33,0
349,2022-10-13,5,UnfairAdvantage,1099,Domain Display,Single image,Campaign,11,0,807.999999999999,18,0
350,2022-08-04,3,UnfairAdvantage,1099,User ID Display,Single image,Campaign,16,0,0,88,0
351,2022-06-09,1,CloserTwins,Cutdown1A,Facebook,Video,Campaign,1,0,0,144,0
352,2022-09-08,1,UnfairAdvantage,1099,Domain Display,Single image,Campaign,1,0,0,53,0
353,2022-06-08,1,CloserTwins,MoreLoans,Facebook,Video,Campaign,2,0,0,145,0
354,2022-09-01,5,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,4,0,486,60,0
355,2022-10-25,4,UnfairAdvantage,1099,Domain Display,NA,Campaign,54,0,1215.99999999999,6,1
356,2022-09-05,5,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,3,0,0,56,0
357,2022-08-01,3,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,22,0,0,91,0
358,2022-09-04,3,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,1,0,0,57,0
359,2022-10-05,4,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,3,0,0,26,0
360,2022-08-19,2,UnfairAdvantage,1099,User ID Display,Single image,Campaign,3,0,0,73,0
361,2022-09-10,5,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,5,0,31,51,0
362,2022-05-23,6,CloserTwins,RTB,Trade Media,Inside_mortgage_finance_newsletter,Campaign,5,0,81,161,0
363,2022-07-07,1,UnfairAdvantage,1099,Domain Display,Single image,Campaign,1,0,0,116,0
364,2022-05-04,2,CloserTwins,Faceoff2,Facebook,Video,Campaign,1,0,0,180,0
365,2022-08-08,2,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,1,0,0,84,0
366,2022-10-08,4,CloseFaster,MoreAll,User ID Display,NA,Campaign,17,0,1360.99999999999,23,0
367,2022-09-28,NA,CloseFaster,FasterAll,User ID Display,NA,Campaign,1,0,0,33,0
368,2022-09-21,4,CloseFaster,MoreAll,User ID Display,NA,Campaign,16,0,189,40,0
369,2022-04-23,2,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,1,0,0,191,0
370,2022-08-15,5,CloserTwins,Competitors,Domain Display,NA,Campaign,2,0,0,77,0
371,2022-10-20,1,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,1,0,0,11,1
372,2022-06-14,NA,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,4,0,840,139,0
373,2022-08-16,4,CloseFaster,FasterAll,User ID Display,NA,Campaign,10,0,1071,76,0
374,2022-08-17,1,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,6,0,0,75,0
375,2022-06-03,6,Trade Media Ads,300x250,Trade Media,National_mortgage_news,Campaign,4,0,0,150,0
376,2022-07-19,4,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,2,0,0,104,0
377,2022-09-30,4,UnfairAdvantage,NoDTI,User ID Display,NA,Campaign,5,0,0,31,0
378,2022-06-15,4,UnfairAdvantage,1099,User ID Display,Single image,Campaign,14,0,0,138,0
379,2022-06-26,1,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,1,0,0,127,0
380,2022-07-29,1,CloserTwins,Faceoff2,Facebook,Video,Campaign,1,0,0,94,0
381,2022-05-13,6,SEM Ads,Close More. Close Faster.,Google SEM,CPC,Campaign,6,0,820,171,0
382,2022-05-23,5,CloserTwins,Faceoff,Domain Display,NA,Campaign,3,0,0,161,0
383,2022-08-22,5,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,1,0,0,70,0
384,2022-06-05,4,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,2,0,0,148,0
385,2022-07-10,4,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,2,0,0,113,0
386,2022-10-13,5,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,2,0,49,18,0
387,2022-04-23,6,Trade Media Ads,ROS1,Trade Media,Housingwire,Campaign,3,0,267.999999999999,191,0
389,2022-09-09,4,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,29,0,0,52,0
390,2022-10-08,4,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,5,0,0,23,0
391,2022-08-17,1,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,5,0,0,75,0
392,2022-10-18,3,CloseFaster,MoreAll,User ID Display,NA,Campaign,7,0,0,13,1
393,2022-07-04,1,CloserTwins,Competitors,Domain Display,NA,Campaign,1,0,0,119,0
394,2022-10-03,5,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,4,0,0,28,0
395,2022-06-05,1,CloserTwins,Cutdown1B,Facebook,Video,Campaign,2,0,0,148,0
396,2022-05-11,4,UnfairAdvantage,one_page,Domain Display,NA,Campaign,1,0,0,173,0
397,2022-09-30,6,CloserTwins,RTB,Trade Media,Inside_mortgage_finance_newsletter,Campaign,6,0,133,31,0
398,2022-04-27,5,CloseFaster,FasterAll,Domain Display,NA,Campaign,2,0,0,187,0
399,2022-08-16,3,CloseFaster,MoreAll,User ID Display,NA,Campaign,7,0,0,76,0
400,2022-09-08,1,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,26,0,0,53,0
401,2022-10-06,2,UnfairAdvantage,one_page,User ID Display,NA,Campaign,8,0,0,25,0
402,2022-08-05,3,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,5,0,0,87,0
403,2022-07-28,2,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,1,0,0,95,0
404,2022-05-16,5,CloseFaster,FasterAll,Domain Display,NA,Campaign,8,0,0,168,0
405,2022-06-12,3,CloserTwins,EarlyBird,Facebook,Single image,Campaign,1,0,0,141,0
406,2022-08-06,4,UnfairAdvantage,1099,User ID Display,Single image,Campaign,3,0,0,86,0
407,2022-09-05,3,CloseFaster,FasterAll,User ID Display,NA,Campaign,5,0,0,56,0
408,2022-06-12,1,CloserTwins,MoreLoans,Facebook,Video,Campaign,3,0,0,141,0
409,2022-06-02,5,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,1,0,0,151,0
410,2022-05-19,5,CloserTwins,MoreLoans,LinkedIn,Video,Campaign,1,0,326,165,0
411,2022-10-21,5,UnfairAdvantage,1099,Domain Display,Single image,Campaign,45,0,335.999999999999,10,1
412,2022-05-08,3,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,1,0,91,176,0
413,2022-05-03,4,CloseFaster,FasterAll,Domain Display,NA,Campaign,1,0,0,181,0
414,2022-06-30,5,CloserTwins,Faster,Domain Display,NA,Campaign,1,0,0,123,0
415,2022-08-11,3,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,7,0,50.9999999999999,81,0
416,2022-04-29,1,UnfairAdvantage,1099,Facebook,Single image,Campaign,1,0,9,185,0
417,2022-05-09,2,UnfairAdvantage,1099,LinkedIn,Single image,Campaign,1,0,0,175,0
418,2022-07-26,3,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,2,0,0,97,0
419,2022-06-07,6,Trade Media Ads,ROS1,Trade Media,Housingwire,Campaign,16,0,1791,146,0
420,2022-09-09,NA,August,August,NA,NA,General traffic,20,0,288.999999999999,52,0
421,2022-10-08,4,CloseFaster,FasterAll,User ID Display,NA,Campaign,13,0,6.99999999999999,23,0
422,2022-06-11,4,UnfairAdvantage,one_page,User ID Display,NA,Campaign,13,0,0,142,0
423,2022-09-07,3,UnfairAdvantage,1099,Domain Display,Single image,Campaign,3,0,0,54,0
424,2022-10-11,3,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,17,0,0,20,0
425,2022-06-09,1,CloserTwins,Faster,Domain Display,NA,Campaign,1,0,0,144,0
426,2022-07-05,2,CloserTwins,Faceoff1,Facebook,Video,Campaign,1,0,0,118,0
427,2022-06-28,4,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,2,0,0,125,0
428,2022-09-15,4,UnfairAdvantage,one_page,User ID Display,NA,Campaign,17,0,0,46,0
429,2022-10-15,NA,UnfairAdvantage,1099,Domain Display,Single image,Campaign,1,0,0,16,0
430,2022-09-24,4,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,8,0,0,37,0
431,2022-04-18,6,CompetitiveOpportunity,Theycancelweclose,Domain Display,Single image,Campaign,1,0,0,196,0
432,2022-10-30,1,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,1,0,0,1,1
433,2022-08-07,5,CloserTwins,CloseMore,Domain Display,NA,Campaign,2,0,0,85,0
434,2022-09-22,2,CloseFaster,MoreAll,User ID Display,NA,Campaign,5,0,0,39,0
435,2022-07-17,3,CloserTwins,Cutdown1A,Facebook,Video,Campaign,1,0,0,106,0
436,2022-05-08,5,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,2,0,0,176,0
437,2022-09-26,5,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,3,0,0,35,0
438,2022-04-03,6,CloserTwins,OTT_30,OTT,Video,Campaign,46,1,977.999999999995,211,0
439,2022-05-06,4,CloserTwins,Faceoff,Domain Display,NA,Campaign,1,0,0,178,0
440,2022-07-13,2,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,1,0,0,110,0
441,2022-05-08,4,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,2,0,0,176,0
442,2022-05-15,1,CloserTwins,EarlyBird,Facebook,Single image,Campaign,1,0,0,169,0
443,2022-05-06,3,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,1,0,0,178,0
444,2022-04-23,5,CloserTwins,Faster,Domain Display,NA,Campaign,1,0,0,191,0
445,2022-06-11,5,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,2,0,0,142,0
446,2022-10-18,4,CloserTwins,CloseMore,Domain Display,NA,Campaign,19,0,0.999999999999999,13,1
447,2022-10-23,1,UnfairAdvantage,1099,User ID Display,Single image,Campaign,12,0,0,8,1
448,2022-05-30,NA,newsletter,300x250,NA,NA,General traffic,1,0,0,154,0
449,2022-10-18,NA,UnfairAdvantage,1099,Domain Display,NA,Campaign,1,0,0,13,1
450,2022-08-06,6,CloserTwins,RTB,Trade Media,Inside_mortgage_finance_newsletter,Campaign,3,0,0,86,0
451,2022-09-06,3,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,7,0,0,55,0
452,2022-10-02,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Campaign,2,0,6,29,0
453,2022-05-09,4,CloseFaster,FasterAll,Domain Display,NA,Campaign,1,0,0,175,0
454,2022-06-06,4,CloserTwins,interactive,Domain Display,NA,Campaign,1,0,0,147,0
455,2022-08-06,1,UnfairAdvantage,one_page,User ID Display,NA,Campaign,6,0,1.99999999999999,86,0
456,2022-07-22,4,CloseFaster,MoreAll,Domain Display,NA,Campaign,1,0,4,101,0
457,2022-08-01,3,CloserTwins,Cutdown1A,Facebook,Video,Campaign,1,0,0,91,0
458,2022-09-12,4,CloserTwins,Competitors,Domain Display,NA,Campaign,4,0,0,49,0
459,2022-08-21,3,UnfairAdvantage,one_page,Domain Display,NA,Campaign,1,0,0,71,0
460,2022-10-18,4,UnfairAdvantage,1099,User ID Display,NA,Campaign,25,0,39.9999999999999,13,1
461,2022-08-25,6,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,117,0,15995.9999999999,67,0
462,2022-10-22,3,UnfairAdvantage,one_page,User ID Display,NA,Campaign,16,0,0,9,1
463,2022-09-02,5,UnfairAdvantage,1099,Domain Display,Single image,Campaign,9,0,0,59,0
464,2022-10-26,2,CloseFaster,FasterAll,User ID Display,NA,Campaign,1,0,0,5,1
465,2022-10-30,4,UnfairAdvantage,NoDTI,User ID Display,NA,Campaign,8,0,0,1,1
466,2022-06-11,2,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,1,0,0,142,0
467,2022-07-28,3,CloserTwins,Competitors,Domain Display,NA,Campaign,1,0,0,95,0
468,2022-05-02,3,CloserTwins,CloseMore,Domain Display,NA,Campaign,1,0,0,182,0
469,2022-09-17,2,UnfairAdvantage,1099,User ID Display,Single image,Campaign,16,0,0,44,0
470,2022-05-01,6,CloserTwins,RTB,Trade Media,Inside_mortgage_finance_newsletter,Campaign,1,0,1887,183,0
471,2022-09-29,4,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,3,0,2,32,0
472,2022-10-25,5,UnfairAdvantage,one_page,Domain Display,NA,Campaign,73,0,4343.99999999999,6,1
473,2022-08-07,1,UnfairAdvantage,1099,Facebook,Single image,Campaign,1,0,0,85,0
474,2022-05-28,6,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,19,0,2506.99999999999,156,0
475,2022-06-06,1,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,2,0,0,147,0
476,2022-06-14,4,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,7,0,0,139,0
477,2022-06-04,6,CloserTwins,RTB,Trade Media,Inside_mortgage_finance_newsletter,Campaign,1,0,0,149,0
478,2022-07-19,3,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,1,0,0,104,0
479,2022-08-01,4,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,3,0,0,91,0
480,2022-07-05,2,UnfairAdvantage,one_page,Domain Display,NA,Campaign,1,0,0,118,0
481,2022-05-20,5,UnfairAdvantage,one_page,LinkedIn,Single image,Campaign,16,0,573,164,0
482,2022-05-02,2,UnfairAdvantage,1099,LinkedIn,Single image,Campaign,1,0,0,182,0
483,2022-07-18,4,CloseFaster,FasterAll,User ID Display,NA,Campaign,8,0,0,105,0
484,2022-07-13,6,Trade Media Ads,ROS1,Trade Media,Housingwire,Campaign,5,0,0,110,0
485,2022-09-23,5,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,3,0,0,38,0
486,2022-10-15,6,Trade Media Ads,ROS1,Trade Media,Housingwire,Campaign,3,0,0,16,0
487,2022-05-08,5,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,2,0,0,176,0
488,2022-09-10,6,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,15,0,473.999999999999,51,0
489,2022-07-03,4,CloseFaster,3steps,LinkedIn,Single image,Campaign,2,0,0,120,0
490,2022-07-01,4,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,3,0,0,122,0
491,2022-05-03,2,CloserTwins,Faceoff2,Facebook,Video,Campaign,1,0,0,181,0
492,2022-09-10,4,UnfairAdvantage,one_page,Domain Display,NA,Campaign,3,0,0,51,0
493,2022-08-07,3,CloserTwins,Cutdown1A,Facebook,Video,Campaign,1,0,0,85,0
494,2022-08-25,5,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,2,0,0,67,0
495,2022-09-17,4,CloseFaster,MoreAll,User ID Display,NA,Campaign,23,0,0,44,0
496,2022-07-29,3,CloseFaster,MoreAll,User ID Display,NA,Campaign,7,0,0,94,0
497,2022-09-15,5,UnfairAdvantage,one_page,Domain Display,NA,Campaign,4,0,0,46,0
498,2022-08-01,1,CloserTwins,Paperwork,Facebook,Video,Campaign,1,0,0,91,0
499,2022-09-13,5,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,4,0,0,48,0
500,2022-06-25,4,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,1,0,0,128,0
501,2022-10-24,4,UnfairAdvantage,NoDTI,Domain Display,NA,Campaign,21,0,0,7,1
502,2022-07-14,3,UnfairAdvantage,1099,Domain Display,Single image,Campaign,1,0,0,109,0
503,2022-08-20,6,CloserTwins,RTB,Trade Media,Inside_mortgage_finance_newsletter,Campaign,1,0,0,72,0
504,2022-09-08,2,UnfairAdvantage,one_page,User ID Display,NA,Campaign,16,0,486,53,0
505,2022-05-18,5,CloserTwins,Faceoff,Domain Display,NA,Campaign,1,0,0,166,0
506,2022-05-12,1,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,1,0,0,172,0
507,2022-08-16,4,CloseFaster,MoreAll,Domain Display,NA,Campaign,2,0,0,76,0
508,2022-09-09,6,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,100,0,17660.9999999999,52,0
509,2022-08-19,1,UnfairAdvantage,1099,User ID Display,Single image,Campaign,3,0,0,73,0
510,2022-10-21,1,UnfairAdvantage,1099,User ID Display,Single image,Campaign,11,0,0,10,1
511,2022-04-11,6,CloserTwins,OTT_30,OTT,Video,Campaign,27,1,50.9999999999997,203,0
512,2022-05-04,1,UnfairAdvantage,one_page,Facebook,Single image,Campaign,1,0,0,180,0
513,2022-06-12,5,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,4,0,0,141,0
514,2022-08-21,5,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,1,0,0,71,0
515,2022-05-28,1,UnfairAdvantage,1099,Domain Display,Single image,Campaign,3,0,42,156,0
516,2022-06-05,5,CloseFaster,3steps,LinkedIn,Single image,Campaign,1,0,162,148,0
517,2022-05-18,6,SEM Ads,Close More. Close Faster.,Google SEM,CPC,Campaign,8,0,1530,166,0
518,2022-07-08,6,Trade Media Ads,300x250,Trade Media,National_mortgage_news,Campaign,2,0,234,115,0
519,2022-07-16,1,UnfairAdvantage,NoDTI,Facebook,Single image,Campaign,1,0,29,107,0
520,2022-09-02,4,UnfairAdvantage,1099,User ID Display,Single image,Campaign,2,0,0,59,0
521,2022-10-19,4,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,13,0,0,12,1
522,2022-04-25,4,UnfairAdvantage,1099,Domain Display,Single image,Campaign,6,0,4,189,0
523,2022-05-12,5,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,1,0,0,172,0
524,2022-08-18,NA,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,1,0,0,74,0
525,2022-05-03,5,CloserTwins,Cutdown1B,LinkedIn,Video,Campaign,1,0,0,181,0
526,2022-10-22,4,UnfairAdvantage,one_page,Domain Display,NA,Campaign,39,0,1791.99999999999,9,1
527,2022-10-13,4,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,20,0,3237.99999999998,18,0
528,2022-06-27,5,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,8,0,1633,126,0
529,2022-08-04,4,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,1,0,0,88,0
530,2022-07-26,4,UnfairAdvantage,1099,LinkedIn,Single image,Campaign,1,0,0,97,0
531,2022-09-15,3,UnfairAdvantage,one_page,User ID Display,NA,Campaign,11,0,0,46,0
532,2022-09-24,5,CloseFaster,FasterReg,User ID Display,NA,Campaign,20,19,236,37,0
534,2022-07-02,5,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,3,0,0,121,0
535,2022-07-31,1,CloserTwins,Paperwork,Facebook,Video,Campaign,1,0,0,92,0
537,2022-06-15,5,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,1,0,17,138,0
538,2022-09-21,3,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,3,0,1099.99999999999,40,0
539,2022-08-29,2,CloseFaster,MoreAll,User ID Display,NA,Campaign,1,0,0,63,0
540,2022-10-12,3,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,2,0,0,19,0
541,2022-10-26,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Campaign,4,0,0,5,1
542,2022-09-07,3,CloseFaster,FasterAll,User ID Display,NA,Campaign,38,0,0,54,0
543,2022-06-21,NA,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,1,0,0,132,0
544,2022-09-07,NA,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,3,0,12,54,0
545,2022-05-15,4,CloserTwins,MoreLoans,LinkedIn,Video,Campaign,1,0,0,169,0
546,2022-09-27,5,UnfairAdvantage,1099,Domain Display,Single image,Campaign,9,0,0,34,0
547,2022-04-30,1,CloserTwins,EarlyBird,Facebook,Single image,Campaign,4,0,14,184,0
548,2022-09-03,3,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,1,0,0,58,0
549,2022-09-01,4,CloserTwins,CloseMore,Domain Display,NA,Campaign,1,0,0,60,0
550,2022-10-29,5,UnfairAdvantage,1099,LinkedIn,Single image,Campaign,6,0,15,2,1
551,2022-08-01,1,UnfairAdvantage,1099,User ID Display,Single image,Campaign,15,0,0,91,0
